fishID,TL_mm,weight,sex,area,age,cohort,year,month,lifeyear,d18O,d18O_cor,date,d18O_W
BH-90910,604,,m,Tributary,4,2017,2,6,2019,-5.42405583636364,-4.62481413228086,2019-06-01,-6.35
BH-90910,604,,m,Tributary,4,2017,2,7,2019,-5.44786517272727,-4.70143636064426,2019-07-01,-5.9
BH-90910,604,,m,Tributary,4,2017,2,8,2019,-5.42670131818182,-4.76189243009845,2019-08-01,-5.38803607214429
BH-90910,604,,m,Tributary,4,2017,2,9,2019,-5.22917200909091,-4.57556585567416,2019-09-01,-5.12342284569138
BH-90910,604,,m,Tributary,4,2017,2,10,2019,-4.94345997272727,-4.26584795931063,2019-10-01,-5.42066933867736
BH-90910,604,,m,Tributary,4,2017,2,11,2019,-4.32706270909091,-3.7494751123405,2019-11-01,-6.00735871743487
BH-90910,604,,m,Tributary,4,2017,2,12,2019,-3.6445284,-3.19177127524905,2019-12-01,-6.52665330661323
BH-90910,604,,m,Tributary,4,2017,3,1,2020,-6.8649616,-6.34178728591602,2020-01-01,-7.68120183540208
BH-90910,604,,m,Tributary,4,2017,3,2,2020,-6.65067757272727,-6.18271673664305,2020-02-01,-8.0752838402259
BH-90910,604,,m,Tributary,4,2017,3,3,2020,-6.43639354545455,-6.02364618737009,2020-03-01,-7.7
BH-90910,604,,m,Tributary,4,2017,3,4,2020,-6.22210951818182,-5.86457563809712,2020-04-01,-7.25
BH-90910,604,,m,Tributary,4,2017,3,5,2020,-5.95050671818182,-5.61857908876368,2020-05-01,-6.8
BH-90910,604,,m,Tributary,4,2017,3,6,2020,-5.56426637272727,-5.19873053930928,2020-06-01,-6.35
BH-90910,604,,m,Tributary,4,2017,3,7,2020,-5.17802602727273,-4.77888198985488,2020-07-01,-5.9
BH-90910,604,,m,Tributary,4,2017,3,8,2020,-4.79178568181818,-4.35903344040048,2020-08-01,-5.38803607214429
BH-90910,604,,m,Tributary,4,2017,3,9,2020,-4.44610939090909,-3.99735324282479,2020-09-01,-5.12342284569138
BH-90910,604,,m,Tributary,4,2017,3,10,2020,-4.12071512727273,-3.66475722118846,2020-10-01,-5.42066933867736
BH-90910,604,,m,Tributary,4,2017,3,11,2020,-3.79532086363636,-3.33216119955212,2020-11-01,-6.00735871743487
BH-90910,604,,m,Tributary,4,2017,3,12,2020,-3.4699266,-2.99956517791579,2020-12-01,-6.52665330661323
BH-90910,604,,m,Tributary,4,2017,4,1,2021,-4.3235354,-3.98520620791522,2021-01-01,
BH-90910,604,,m,Tributary,4,2017,4,2,2021,-4.68861189090909,-4.26866277482466,2021-02-01,
BH-90910,604,,m,Tributary,4,2017,4,3,2021,-5.05368838181818,-4.55211934173411,2021-03-01,
BH-90910,604,,m,Tributary,4,2017,4,4,2021,-5.41876487272727,-4.83557590864355,2021-04-01,
BH-90910,604,,m,Tributary,4,2017,4,5,2021,-5.49107470909091,-4.86147441567406,2021-05-01,
BH-90910,604,,m,Tributary,4,2017,4,6,2021,-4.97785123636364,-4.37225680294668,2021-06-01,
BH-90910,604,,m,Tributary,4,2017,4,7,2021,-4.46462776363636,-3.88303919021931,2021-07-01,
BH-90910,604,,m,Tributary,4,2017,4,8,2021,-3.95140429090909,-3.39382157749193,2021-08-01,
BH-90910,604,,m,Tributary,4,2017,4,9,2021,-3.65687398181818,-3.17450962973403,2021-09-01,
BH-90910,604,,m,Tributary,4,2017,4,10,2021,-3.47169025454546,-3.09015051446086,2021-10-01,
BH-90910,604,,m,Tributary,4,2017,4,11,2021,-3.28650652727273,-3.0057913991877,2021-11-01,
BH-90910,604,,m,Tributary,4,2017,4,12,2021,-3.1013228,-2.92143228391453,2021-12-01,
BH-90928,580,1470,m,Tributary,3,2018,1,1,2019,-9.2608863,-8.89615066191533,2019-01-01,-7.68120183540208
BH-90928,580,1470,m,Tributary,3,2018,1,2,2019,-9.2996867,-8.7677102372494,2019-02-01,-8.0752838402259
BH-90928,580,1470,m,Tributary,3,2018,1,3,2019,-9.0280839,-8.22324082858392,2019-03-01,-7.7
BH-90928,580,1470,m,Tributary,3,2018,1,4,2019,-8.7952815,-7.87601049591775,2019-04-01,-7.25
BH-90928,580,1470,m,Tributary,3,2018,1,5,2019,-8.3975774,-7.90080953191591,2019-05-01,-6.8
BH-90928,580,1470,m,Tributary,3,2018,1,6,2019,-8.8146817,-8.21228804791637,2019-06-01,-6.35
BH-90928,580,1470,m,Tributary,3,2018,1,7,2019,-8.8049816,-8.22019224524962,2019-07-01,-5.9
BH-90928,580,1470,m,Tributary,3,2018,1,8,2019,-8.552779,-8.00319823991614,2019-08-01,-5.38803607214429
BH-90928,580,1470,m,Tributary,3,2018,1,9,2019,-11.2494068,-10.3917508365841,2019-09-01,-5.12342284569138
BH-90928,580,1470,m,Tributary,3,2018,1,10,2019,-8.1550749,-7.64950488324928,2019-10-01,-5.42066933867736
BH-90928,580,1470,m,Tributary,3,2018,1,11,2019,-7.5245684,-6.71092317991729,2019-11-01,-6.00735871743487
BH-90928,580,1470,m,Tributary,3,2018,1,12,2019,-5.448747,-4.81994690191648,2019-12-01,-6.52665330661323
BH-90928,580,1470,m,Tributary,3,2018,2,1,2020,-7.0298633,-6.19861378258403,2020-01-01,-7.68120183540208
BH-90928,580,1470,m,Tributary,3,2018,2,2,2020,-7.31028437272727,-6.84312373197639,2020-02-01,-8.0752838402259
BH-90928,580,1470,m,Tributary,3,2018,2,3,2020,-8.09511064545455,-7.66555918537016,2020-03-01,-7.7
BH-90928,580,1470,m,Tributary,3,2018,2,4,2020,-7.21592885454545,-6.91280825712719,2020-04-01,-7.25
BH-90928,580,1470,m,Tributary,3,2018,2,5,2020,-7.21328337272727,-6.39883795731123,2020-05-01,-6.8
BH-90928,580,1470,m,Tributary,3,2018,2,6,2020,-6.4963578,-5.95477899324944,2020-06-01,-6.35
BH-90928,580,1470,m,Tributary,3,2018,2,7,2020,-7.05543629090909,-6.38422584015909,2020-07-01,-5.9
BH-90928,580,1470,m,Tributary,3,2018,2,8,2020,-6.20711845454545,-5.77356601779443,2020-08-01,-5.38803607214429
BH-90928,580,1470,m,Tributary,3,2018,2,9,2020,-5.70271325454546,-5.36678464846067,2020-09-01,-5.12342284569138
BH-90928,580,1470,m,Tributary,3,2018,2,10,2020,-5.73975,-5.33020342324887,2020-10-01,-5.42066933867736
BH-90928,580,1470,m,Tributary,3,2018,2,11,2020,-5.26091779090909,-4.99140539749068,2020-11-01,-6.00735871743487
BH-90928,580,1470,m,Tributary,3,2018,2,12,2020,-4.2168343,-4.26579964924687,2020-12-01,-6.52665330661323
BH-90928,580,1470,m,Tributary,3,2018,3,1,2021,-5.2353448,-5.27550800058024,2021-01-01,
BH-90928,580,1470,m,Tributary,3,2018,3,2,2021,-5.84027830909091,-5.7236032243385,2021-02-01,
BH-90928,580,1470,m,Tributary,3,2018,3,3,2021,-6.31293772727273,-6.13064662518727,2021-03-01,
BH-90928,580,1470,m,Tributary,3,2018,3,4,2021,-6.60923169090909,-6.48295426215672,2021-04-01,
BH-90928,580,1470,m,Tributary,3,2018,3,5,2021,-6.47166663636364,-6.35339116094457,2021-05-01,
BH-90928,580,1470,m,Tributary,3,2018,3,6,2021,-6.31470138181818,-6.19802629706577,2021-06-01,
BH-90928,580,1470,m,Tributary,3,2018,3,7,2021,-6.29001021818182,-6.17893650076272,2021-07-01,
BH-90928,580,1470,m,Tributary,3,2018,3,8,2021,-5.9919526,-5.934491969914,2021-08-01,
BH-90928,580,1470,m,Tributary,3,2018,3,9,2021,-5.59865763636364,-5.62841829761059,2021-09-01,
BH-90928,580,1470,m,Tributary,3,2018,3,10,2021,-5.29001809090909,-5.49342113948863,2021-10-01,
BH-90928,580,1470,m,Tributary,3,2018,3,11,2021,-4.74504883636364,-5.05167708294272,2021-11-01,
BH-90928,580,1470,m,Tributary,3,2018,3,12,2021,-4.0228323,-4.37987285257887,2021-12-01,
BH-90946,694,2564,m,Tributary,6,2015,1,1,2016,-9.1250849,-9.0596223165807,2016-01-01,-7.68120183540208
BH-90946,694,2564,m,Tributary,6,2015,1,2,2016,-8.96459233636364,-8.86392115827782,2016-02-01,-8.0752838402259
BH-90946,694,2564,m,Tributary,6,2015,1,3,2016,-8.99457446363636,-8.99312750688345,2016-03-01,-7.7
BH-90946,694,2564,m,Tributary,6,2015,1,4,2016,-9.21150397272727,-9.02521189397516,2016-04-01,-7.25
BH-90946,694,2564,m,Tributary,6,2015,1,5,2016,-9.14713058181818,-8.99044573039928,2016-05-01,-6.8
BH-90946,694,2564,m,Tributary,6,2015,1,6,2016,-9.36406009090909,-9.27939281948988,2016-06-01,-6.35
BH-90946,694,2564,m,Tributary,6,2015,1,7,2016,-9.17887636363636,-8.89816123555133,2016-07-01,-5.9
BH-90946,694,2564,m,Tributary,6,2015,1,8,2016,-8.55630630909091,-8.06754039434012,2016-08-01,-5.38803607214429
BH-90946,694,2564,m,Tributary,6,2015,1,9,2016,-7.37113045454546,-6.87676317246135,2016-09-01,-5.12342284569138
BH-90946,694,2564,m,Tributary,6,2015,1,10,2016,-8.55983361818182,-8.0918727820976,2016-10-01,-5.42066933867736
BH-90946,694,2564,m,Tributary,6,2015,1,11,2016,-8.49986936363636,-8.05431399688539,2016-11-01,-6.00735871743487
BH-90946,694,2564,m,Tributary,6,2015,1,12,2016,-5.7882505,-5.47632775391511,2016-12-01,-6.52665330661323
BH-90946,694,2564,m,Tributary,6,2015,2,1,2017,-6.5254581,-6.12551386724882,2017-01-01,-7.68120183540208
BH-90946,694,2564,m,Tributary,6,2015,2,2,2017,-6.81557927272727,-6.17477624464381,2017-02-01,-8.0752838402259
BH-90946,694,2564,m,Tributary,6,2015,2,3,2017,-6.94168057272727,-6.22805976931079,2017-03-01,-7.7
BH-90946,694,2564,m,Tributary,6,2015,2,4,2017,-6.84908870909091,-6.28670482367377,2017-04-01,-7.25
BH-90946,694,2564,m,Tributary,6,2015,2,5,2017,-6.59247697272727,-6.11411359730977,2017-05-01,-6.8
BH-90946,694,2564,m,Tributary,6,2015,2,6,2017,-6.44962095454546,-6.01046715046112,2017-06-01,-6.35
BH-90946,694,2564,m,Tributary,6,2015,2,7,2017,-6.65949584545455,-6.17553110270373,2017-07-01,-5.9
BH-90946,694,2564,m,Tributary,6,2015,2,8,2017,-6.23004596363636,-5.81729860555191,2017-08-01,-5.38803607214429
BH-90946,694,2564,m,Tributary,6,2015,2,9,2017,-5.57043916363636,-5.24971426888485,2017-09-01,-5.12342284569138
BH-90946,694,2564,m,Tributary,6,2015,2,10,2017,-5.06427030909091,-4.68193037367299,2017-10-01,-5.42066933867736
BH-90946,694,2564,m,Tributary,6,2015,2,11,2017,-4.90377774545455,-4.64546808670275,2017-11-01,-6.00735871743487
BH-90946,694,2564,m,Tributary,6,2015,2,12,2017,-5.0025424,-5.00749700591373,2017-12-01,-6.52665330661323
BH-90946,694,2564,m,Tributary,6,2015,3,1,2018,-6.3702565,-6.22557457858105,2018-01-01,-7.68120183540208
BH-90946,694,2564,m,Tributary,6,2015,3,2,2018,-6.09248090909091,-5.94779898767196,2018-02-01,-8.0752838402259
BH-90946,694,2564,m,Tributary,6,2015,3,3,2018,-5.81470531818182,-5.67002339676287,2018-03-01,-7.7
BH-90946,694,2564,m,Tributary,6,2015,3,4,2018,-5.85086023636364,-5.71898144027796,2018-04-01,-7.25
BH-90946,694,2564,m,Tributary,6,2015,3,5,2018,-5.96549778181818,-5.8496228923991,2018-05-01,-6.8
BH-90946,694,2564,m,Tributary,6,2015,3,6,2018,-6.04309858181818,-5.9672334590656,2018-06-01,-6.35
BH-90946,694,2564,m,Tributary,6,2015,3,7,2018,-6.09600821818182,-6.07615676876232,2018-07-01,-5.9
BH-90946,694,2564,m,Tributary,6,2015,3,8,2018,-6.10129918181818,-6.12945945239848,2018-08-01,-5.38803607214429
BH-90946,694,2564,m,Tributary,6,2015,3,9,2018,-6.03516213636364,-6.09933119694377,2018-09-01,-5.12342284569138
BH-90946,694,2564,m,Tributary,6,2015,3,10,2018,-5.86320581818182,-5.98098796609505,2018-10-01,-5.42066933867736
BH-90946,694,2564,m,Tributary,6,2015,3,11,2018,-5.26797240909091,-5.50978483367027,2018-11-01,-6.00735871743487
BH-90946,694,2564,m,Tributary,6,2015,3,12,2018,-4.672739,-5.03858170124549,2018-12-01,-6.52665330661323
BH-90946,694,2564,m,Tributary,6,2015,4,1,2019,-5.545748,-5.68273483591316,2019-01-01,-7.68120183540208
BH-90946,694,2564,m,Tributary,6,2015,4,2,2019,-5.67008564545455,-5.79266896536777,2019-02-01,-8.0752838402259
BH-90946,694,2564,m,Tributary,6,2015,4,3,2019,-5.79442329090909,-5.90260309482238,2019-03-01,-7.7
BH-90946,694,2564,m,Tributary,6,2015,4,4,2019,-5.91876093636364,-6.01253722427699,2019-04-01,-7.25
BH-90946,694,2564,m,Tributary,6,2015,4,5,2019,-5.95756133636364,-6.0625403589436,2019-05-01,-6.8
BH-90946,694,2564,m,Tributary,6,2015,4,6,2019,-5.82528724545455,-5.99268150403424,2019-06-01,-6.35
BH-90946,694,2564,m,Tributary,6,2015,4,7,2019,-5.69301315454545,-5.92282264912487,2019-07-01,-5.9
BH-90946,694,2564,m,Tributary,6,2015,4,8,2019,-5.56073906363636,-5.85296379421551,2019-08-01,-5.38803607214429
BH-90946,694,2564,m,Tributary,6,2015,4,9,2019,-5.32617300909091,-5.63280125566999,2019-09-01,-5.12342284569138
BH-90946,694,2564,m,Tributary,6,2015,4,10,2019,-5.04046097272727,-5.3374868753064,2019-10-01,-5.42066933867736
BH-90946,694,2564,m,Tributary,6,2015,4,11,2019,-4.75474893636364,-5.0421724949428,2019-11-01,-6.00735871743487
BH-90946,694,2564,m,Tributary,6,2015,4,12,2019,-4.4690369,-4.74685811457921,2019-12-01,-6.52665330661323
BH-90946,694,2564,m,Tributary,6,2015,5,1,2020,-5.2062445,-5.28161629524676,2020-01-01,-7.68120183540208
BH-90946,694,2564,m,Tributary,6,2015,5,2,2020,-5.42317400909091,-5.54175635233748,2020-02-01,-8.0752838402259
BH-90946,694,2564,m,Tributary,6,2015,5,3,2020,-5.64010351818182,-5.8018964094282,2020-03-01,-7.7
BH-90946,694,2564,m,Tributary,6,2015,5,4,2020,-5.85703302727273,-6.06203646651892,2020-04-01,-7.25
BH-90946,694,2564,m,Tributary,6,2015,5,5,2020,-6.01488010909091,-6.2518913616703,2020-05-01,-6.8
BH-90946,694,2564,m,Tributary,6,2015,5,6,2020,-6.05456233636364,-6.30117593294298,2020-06-01,-6.35
BH-90946,694,2564,m,Tributary,6,2015,5,7,2020,-6.09424456363636,-6.35046050421567,2020-07-01,-5.9
BH-90946,694,2564,m,Tributary,6,2015,5,8,2020,-6.13392679090909,-6.39974507548835,2020-08-01,-5.38803607214429
BH-90946,694,2564,m,Tributary,6,2015,5,9,2020,-5.82087810909091,-6.08029483100353,2020-09-01,-5.12342284569138
BH-90946,694,2564,m,Tributary,6,2015,5,10,2020,-5.33146397272727,-5.57647717863996,2020-10-01,-5.42066933867736
BH-90946,694,2564,m,Tributary,6,2015,5,11,2020,-4.84204983636364,-5.07265952627638,2020-11-01,-6.00735871743487
BH-90946,694,2564,m,Tributary,6,2015,5,12,2020,-4.3526357,-4.56884187391281,2020-12-01,-6.52665330661323
BH-90946,694,2564,m,Tributary,6,2015,6,1,2021,-5.9531522,-5.92289821124722,2021-01-01,
BH-90946,694,2564,m,Tributary,6,2015,6,2,2021,-5.73622269090909,-5.75638100815609,2021-02-01,
BH-90946,694,2564,m,Tributary,6,2015,6,3,2021,-5.51929318181818,-5.58986380506496,2021-03-01,
BH-90946,694,2564,m,Tributary,6,2015,6,4,2021,-5.30236367272727,-5.42334660197383,2021-04-01,
BH-90946,694,2564,m,Tributary,6,2015,6,5,2021,-5.27855433636364,-5.43874683694336,2021-05-01,
BH-90946,694,2564,m,Tributary,6,2015,6,6,2021,-5.64098534545455,-5.81798194803419,2021-06-01,
BH-90946,694,2564,m,Tributary,6,2015,6,7,2021,-6.00341635454546,-6.19721705912503,2021-07-01,
BH-90946,694,2564,m,Tributary,6,2015,6,8,2021,-6.36584736363636,-6.57645217021587,2021-08-01,
BH-90946,694,2564,m,Tributary,6,2015,6,9,2021,-6.29618300909091,-6.53159387100364,2021-09-01,
BH-90946,694,2564,m,Tributary,6,2015,6,10,2021,-6.01047097272727,-6.27468886663987,2021-10-01,
BH-90946,694,2564,m,Tributary,6,2015,6,11,2021,-5.72475893636364,-6.01778386227611,2021-11-01,
BH-90946,694,2564,m,Tributary,6,2015,6,12,2021,-5.4390469,-5.76087885791235,2021-12-01,
BH-90970,634,1688,m,Tributary,6,2015,1,1,2016,-8.8243818,-8.67969987858105,2016-01-01,-7.68120183540208
BH-90970,634,1688,m,Tributary,6,2015,1,2,2016,-8.8243818,-8.74371550524744,2016-02-01,-8.0752838402259
BH-90970,634,1688,m,Tributary,6,2015,1,3,2016,-8.52015139090909,-8.43548411948988,2016-03-01,-7.7
BH-90970,634,1688,m,Tributary,6,2015,1,4,2016,-8.3878773,-8.27440299658091,2016-04-01,-7.25
BH-90970,634,1688,m,Tributary,6,2015,1,5,2016,-9.3190869,-9.22481728458083,2016-05-01,-6.8
BH-90970,634,1688,m,Tributary,6,2015,1,6,2016,-9.05894785454545,-8.85505147846009,2016-06-01,-6.35
BH-90970,634,1688,m,Tributary,6,2015,1,7,2016,-8.91432818181818,-8.58240055240004,2016-07-01,-5.9
BH-90970,634,1688,m,Tributary,6,2015,1,8,2016,-8.91521000909091,-8.47525600967324,2016-08-01,-5.38803607214429
BH-90970,634,1688,m,Tributary,6,2015,1,9,2016,-7.93461808181818,-7.5266718957337,2016-09-01,-5.12342284569138
BH-90970,634,1688,m,Tributary,6,2015,1,10,2016,-6.58894966363636,-6.37625113888437,2016-10-01,-5.42066933867736
BH-90970,634,1688,m,Tributary,6,2015,1,11,2016,-5.68507670909091,-5.61881393033828,2016-11-01,-6.00735871743487
BH-90970,634,1688,m,Tributary,6,2015,1,12,2016,-5.7203498,-5.62848077058082,2016-12-01,-6.52665330661323
BH-90970,634,1688,m,Tributary,6,2015,2,1,2017,-5.7688503,-5.5801576352479,2017-01-01,-7.68120183540208
BH-90970,634,1688,m,Tributary,6,2015,2,2,2017,-6.67448690909091,-6.2977483410063,2017-02-01,-8.0752838402259
BH-90970,634,1688,m,Tributary,6,2015,2,3,2017,-6.91963489090909,-6.46767796149147,2017-03-01,-7.7
BH-90970,634,1688,m,Tributary,6,2015,2,4,2017,-7.82350784545455,-7.17870384070443,2017-04-01,-7.25
BH-90970,634,1688,m,Tributary,6,2015,2,5,2017,-6.97254452727273,-6.4157620091889,2017-05-01,-6.8
BH-90970,634,1688,m,Tributary,6,2015,2,6,2017,-6.46990298181818,-5.77308628040163,2017-06-01,-6.35
BH-90970,634,1688,m,Tributary,6,2015,2,7,2017,-7.26442935454546,-6.73725406379483,2017-07-01,-5.9
BH-90970,634,1688,m,Tributary,6,2015,2,8,2017,-7.28559320909091,-6.42473646434173,2017-08-01,-5.38803607214429
BH-90970,634,1688,m,Tributary,6,2015,2,9,2017,-6.24856433636364,-5.726190217613,2017-09-01,-5.12342284569138
BH-90970,634,1688,m,Tributary,6,2015,2,10,2017,-6.07572619090909,-5.59176144815828,2017-10-01,-5.42066933867736
BH-90970,634,1688,m,Tributary,6,2015,2,11,2017,-5.16479861818182,-4.7960620034305,2017-11-01,-6.00735871743487
BH-90970,634,1688,m,Tributary,6,2015,2,12,2017,-4.0422325,-3.82713338924802,2017-12-01,-6.52665330661323
BH-90970,634,1688,m,Tributary,6,2015,3,1,2018,-6.3411562,-5.94121196724882,2018-01-01,-7.68120183540208
BH-90970,634,1688,m,Tributary,6,2015,3,2,2018,-6.42581161818182,-5.9202416014311,2018-02-01,-8.0752838402259
BH-90970,634,1688,m,Tributary,6,2015,3,3,2018,-6.45138460909091,-5.88099877034047,2018-03-01,-7.7
BH-90970,634,1688,m,Tributary,6,2015,3,4,2018,-6.18154546363636,-5.75039361288532,2018-04-01,-7.25
BH-90970,634,1688,m,Tributary,6,2015,3,5,2018,-6.01047097272727,-5.67054138997583,2018-05-01,-6.8
BH-90970,634,1688,m,Tributary,6,2015,3,6,2018,-6.03692579090909,-5.69219503615767,2018-06-01,-6.35
BH-90970,634,1688,m,Tributary,6,2015,3,7,2018,-5.94168844545455,-5.66417409870283,2018-07-01,-5.9
BH-90970,634,1688,m,Tributary,6,2015,3,8,2018,-5.72475893636364,-5.58647857761132,2018-08-01,-5.38803607214429
BH-90970,634,1688,m,Tributary,6,2015,3,9,2018,-5.55721175454545,-5.46854350645959,2018-09-01,-5.12342284569138
BH-90970,634,1688,m,Tributary,6,2015,3,10,2018,-5.41435573636364,-5.33048866027775,2018-10-01,-5.42066933867736
BH-90970,634,1688,m,Tributary,6,2015,3,11,2018,-4.96726930909091,-5.00823270500448,2018-11-01,-6.00735871743487
BH-90970,634,1688,m,Tributary,6,2015,3,12,2018,-4.4593368,-4.64913652791293,2018-12-01,-6.52665330661323
BH-90970,634,1688,m,Tributary,6,2015,4,1,2019,-6.0210529,-6.05241395191361,2019-01-01,-7.68120183540208
BH-90970,634,1688,m,Tributary,6,2015,4,2,2019,-5.87996053636364,-5.95773291761038,2019-02-01,-8.0752838402259
BH-90970,634,1688,m,Tributary,6,2015,4,3,2019,-5.73886817272727,-5.86305188330715,2019-03-01,-7.7
BH-90970,634,1688,m,Tributary,6,2015,4,4,2019,-5.59777580909091,-5.76837084900392,2019-04-01,-7.25
BH-90970,634,1688,m,Tributary,6,2015,4,5,2019,-5.45668344545455,-5.67368981470069,2019-05-01,-6.8
BH-90970,634,1688,m,Tributary,6,2015,4,6,2019,-5.31559108181818,-5.57900878039746,2019-06-01,-6.35
BH-90970,634,1688,m,Tributary,6,2015,4,7,2019,-5.12158908181818,-5.41461400773066,2019-07-01,-5.9
BH-90970,634,1688,m,Tributary,6,2015,4,8,2019,-4.87467744545455,-5.1805054967003,2019-08-01,-5.38803607214429
BH-90970,634,1688,m,Tributary,6,2015,4,9,2019,-4.62776580909091,-4.94639698566995,2019-09-01,-5.12342284569138
BH-90970,634,1688,m,Tributary,6,2015,4,10,2019,-4.38085417272727,-4.71228847463959,2019-10-01,-5.42066933867736
BH-90970,634,1688,m,Tributary,6,2015,4,11,2019,-4.13394253636364,-4.47817996360923,2019-11-01,-6.00735871743487
BH-90970,634,1688,m,Tributary,6,2015,4,12,2019,-3.8870309,-4.24407145257887,2019-12-01,-6.52665330661323
BH-90970,634,1688,m,Tributary,6,2015,5,1,2020,-6.0210529,-6.14923758724653,2020-01-01,-7.68120183540208
BH-90970,634,1688,m,Tributary,6,2015,5,2,2020,-5.98401615454545,-6.1314055297919,2020-02-01,-8.0752838402259
BH-90970,634,1688,m,Tributary,6,2015,5,3,2020,-5.94697940909091,-6.11357347233727,2020-03-01,-7.7
BH-90970,634,1688,m,Tributary,6,2015,5,4,2020,-5.90994266363636,-6.09574141488264,2020-04-01,-7.25
BH-90970,634,1688,m,Tributary,6,2015,5,5,2020,-5.87114226363636,-6.07054433554924,2020-05-01,-6.8
BH-90970,634,1688,m,Tributary,6,2015,5,6,2020,-5.82881455454545,-6.03061721245833,2020-06-01,-6.35
BH-90970,634,1688,m,Tributary,6,2015,5,7,2020,-5.78648684545455,-5.99069008936741,2020-07-01,-5.9
BH-90970,634,1688,m,Tributary,6,2015,5,8,2020,-5.74415913636364,-5.95076296627649,2020-08-01,-5.38803607214429
BH-90970,634,1688,m,Tributary,6,2015,5,9,2020,-5.51841135454546,-5.75782319312483,2020-09-01,-5.12342284569138
BH-90970,634,1688,m,Tributary,6,2015,5,10,2020,-5.20095353636364,-5.4883770949428,2020-10-01,-5.42066933867736
BH-90970,634,1688,m,Tributary,6,2015,5,11,2020,-4.88349571818182,-5.21893099676078,2020-11-01,-6.00735871743487
BH-90970,634,1688,m,Tributary,6,2015,5,12,2020,-4.5660379,-4.94948489857875,2020-12-01,-6.52665330661323
BH-90970,634,1688,m,Tributary,6,2015,6,1,2021,-6.3314561,-6.27479566524733,2021-01-01,
BH-90970,634,1688,m,Tributary,6,2015,6,2,2021,-6.1568543,-6.15780792924708,2021-02-01,
BH-90970,634,1688,m,Tributary,6,2015,6,3,2021,-5.9822525,-6.04082019324683,2021-03-01,
BH-90970,634,1688,m,Tributary,6,2015,6,4,2021,-5.8076507,-5.92383245724658,2021-04-01,
BH-90970,634,1688,m,Tributary,6,2015,6,5,2021,-5.66303102727273,-5.78001297985264,2021-05-01,
BH-90970,634,1688,m,Tributary,6,2015,6,6,2021,-5.57837560909091,-5.58253001967131,2021-06-01,
BH-90970,634,1688,m,Tributary,6,2015,6,7,2021,-5.49372019090909,-5.38504705948998,2021-07-01,
BH-90970,634,1688,m,Tributary,6,2015,6,8,2021,-5.40906477272727,-5.18756409930866,2021-08-01,
BH-90970,634,1688,m,Tributary,6,2015,6,9,2021,-5.17273506363636,-5.01284943088415,2021-09-01,
BH-90970,634,1688,m,Tributary,6,2015,6,10,2021,-4.86056820909091,-4.84951890833805,2021-10-01,
BH-90970,634,1688,m,Tributary,6,2015,6,11,2021,-4.54840135454545,-4.68618838579194,2021-11-01,
BH-90970,634,1688,m,Tributary,6,2015,6,12,2021,-4.2362345,-4.52285786324584,2021-12-01,
BH-90997,675,2258,m,Tributary,4,2017,1,1,2018,-9.7264911,-8.99206521791694,2018-01-01,-7.68120183540208
BH-90997,675,2258,m,Tributary,4,2017,1,2,2018,-7.96989117272727,-7.29708033131061,2018-02-01,-8.0752838402259
BH-90997,675,2258,m,Tributary,4,2017,1,3,2018,-7.38700334545455,-6.82061848337076,2018-03-01,-7.7
BH-90997,675,2258,m,Tributary,4,2017,1,4,2018,-8.30851284545455,-7.7941406800372,2018-04-01,-7.25
BH-90997,675,2258,m,Tributary,4,2017,1,5,2018,-8.18770250909091,-7.61651647500714,2018-05-01,-6.8
BH-90997,675,2258,m,Tributary,4,2017,1,6,2018,-7.85878093636364,-7.22277908028015,2018-06-01,-6.35
BH-90997,675,2258,m,Tributary,4,2017,1,7,2018,-7.45314039090909,-6.88115416149199,2018-07-01,-5.9
BH-90997,675,2258,m,Tributary,4,2017,1,8,2018,-7.67800634545455,-7.17803769603714,2018-08-01,-5.38803607214429
BH-90997,675,2258,m,Tributary,4,2017,1,9,2018,-7.02721781818182,-6.56325795876425,2018-09-01,-5.12342284569138
BH-90997,675,2258,m,Tributary,4,2017,1,10,2018,-6.4575574,-6.1024241059153,2018-10-01,-5.42066933867736
BH-90997,675,2258,m,Tributary,4,2017,1,11,2018,-6.7485604,-6.41183159858188,2018-11-01,-6.00735871743487
BH-90997,675,2258,m,Tributary,4,2017,1,12,2018,-4.7115394,-4.61967037058082,2018-12-01,-6.52665330661323
BH-90997,675,2258,m,Tributary,4,2017,2,1,2019,-6.8843618,-6.78369062191419,2019-01-01,-7.68120183540208
BH-90997,675,2258,m,Tributary,4,2017,2,2,2019,-8.57306102727273,-8.46358770052029,2019-02-01,-8.0752838402259
BH-90997,675,2258,m,Tributary,4,2017,2,3,2019,-7.89934499090909,-7.77546814815672,2019-03-01,-7.7
BH-90997,675,2258,m,Tributary,4,2017,2,4,2019,-8.44166876363637,-8.26257844288423,2019-04-01,-7.25
BH-90997,675,2258,m,Tributary,4,2017,2,5,2019,-8.73443541818182,-8.64816775609595,2019-05-01,-6.8
BH-90997,675,2258,m,Tributary,4,2017,2,6,2019,-7.92139067272727,-7.87513277730789,2019-06-01,-6.35
BH-90997,675,2258,m,Tributary,4,2017,2,7,2019,-7.23003809090909,-7.09975968549007,2019-07-01,-5.9
BH-90997,675,2258,m,Tributary,4,2017,2,8,2019,-8.2035754,-8.16932043458056,2019-08-01,-5.38803607214429
